period,indicator,value
1987-01-01,Non-energy,40.3265826010715
1987-02-01,Non-energy,40.9580013949935
1987-03-01,Non-energy,41.2047072786837
1987-04-01,Non-energy,42.0582426525499
1987-05-01,Non-energy,43.474431481179
1987-06-01,Non-energy,43.3904573756874
1987-07-01,Non-energy,43.9150280190076
1987-08-01,Non-energy,44.8357341170117
1987-09-01,Non-energy,46.5552054511353
1987-10-01,Non-energy,48.1002802087913
1987-11-01,Non-energy,49.1810811555538
1987-12-01,Non-energy,51.0652945471796
1988-01-01,Non-energy,52.1295600235964
1988-02-01,Non-energy,50.9951920408192
1988-03-01,Non-energy,53.3073842660325
1988-04-01,Non-energy,53.8530657977696
1988-05-01,Non-energy,56.7278442618605
1988-06-01,Non-energy,62.6442761318077
1988-07-01,Non-energy,57.8502682090245
1988-08-01,Non-energy,56.3043214121398
1988-09-01,Non-energy,55.5883628132427
1988-10-01,Non-energy,55.9970566417084
1988-11-01,Non-energy,57.0569850374408
1988-12-01,Non-energy,58.7659688584648
1989-01-01,Non-energy,58.118291717734
1989-02-01,Non-energy,56.9772423925239
1989-03-01,Non-energy,57.7017557952658
1989-04-01,Non-energy,57.2473188041146
1989-05-01,Non-energy,57.0737300766198
1989-06-01,Non-energy,55.2832857475833
1989-07-01,Non-energy,53.8595429104239
1989-08-01,Non-energy,52.9467234617087
1989-09-01,Non-energy,52.7314855193782
1989-10-01,Non-energy,52.8997823131637
1989-11-01,Non-energy,51.5598648246015
1989-12-01,Non-energy,50.5232138159385
1990-01-01,Non-energy,50.2447494159104
1990-02-01,Non-energy,50.166790177788
1990-03-01,Non-energy,51.809232821882
1990-04-01,Non-energy,51.9306239007315
1990-05-01,Non-energy,51.684717822271
1990-06-01,Non-energy,50.7701291172373
1990-07-01,Non-energy,51.1321510618203
1990-08-01,Non-energy,52.1672401105793
1990-09-01,Non-energy,53.2092481604251
1990-10-01,Non-energy,52.1851554149689
1990-11-01,Non-energy,50.138785215905
1990-12-01,Non-energy,49.6033622392118
1991-01-01,Non-energy,49.8586971105825
1991-02-01,Non-energy,50.1555303512426
1991-03-01,Non-energy,50.4073986088162
1991-04-01,Non-energy,49.7901487947402
1991-05-01,Non-energy,48.2244031860874
1991-06-01,Non-energy,48.1880225362062
1991-07-01,Non-energy,47.9839487871082
1991-08-01,Non-energy,48.3242650441125
1991-09-01,Non-energy,48.5182758460509
1991-10-01,Non-energy,48.3336030612804
1991-11-01,Non-energy,48.0585867040823
1991-12-01,Non-energy,47.6458836697041
1992-01-01,Non-energy,48.1683296694261
1992-02-01,Non-energy,48.4883632902167
1992-03-01,Non-energy,48.5241663763323
1992-04-01,Non-energy,48.2170743010134
1992-05-01,Non-energy,48.3278434891203
1992-06-01,Non-energy,48.489849165771
1992-07-01,Non-energy,48.7022800186973
1992-08-01,Non-energy,48.5184667161701
1992-09-01,Non-energy,47.8864696068268
1992-10-01,Non-energy,46.4006551265784
1992-11-01,Non-energy,46.3301178222184
1992-12-01,Non-energy,46.6561929348135
1993-01-01,Non-energy,47.1577273289537
1993-02-01,Non-energy,47.3733526144251
1993-03-01,Non-energy,47.3557900456293
1993-04-01,Non-energy,47.601217154882
1993-05-01,Non-energy,48.4746038760456
1993-06-01,Non-energy,47.9619902618654
1993-07-01,Non-energy,49.5235977126044
1993-08-01,Non-energy,49.2235913890641
1993-09-01,Non-energy,48.7467301311108
1993-10-01,Non-energy,48.4273182936856
1993-11-01,Non-energy,48.9379792523726
1993-12-01,Non-energy,50.1478195368174
1994-01-01,Non-energy,50.6188762050026
1994-02-01,Non-energy,51.2240934630996
1994-03-01,Non-energy,51.257050277135
1994-04-01,Non-energy,51.29254988893
1994-05-01,Non-energy,53.1736793353585
1994-06-01,Non-energy,54.5325797952622
1994-07-01,Non-energy,56.6539753805498
1994-08-01,Non-energy,56.4437204814583
1994-09-01,Non-energy,58.0559407188229
1994-10-01,Non-energy,57.3024649111525
1994-11-01,Non-energy,58.6213265508032
1994-12-01,Non-energy,59.2195059065881
1995-01-01,Non-energy,60.6355293048818
1995-02-01,Non-energy,60.2279983992771
1995-03-01,Non-energy,59.8552822511053
1995-04-01,Non-energy,59.8090149578106
1995-05-01,Non-energy,58.9830452703853
1995-06-01,Non-energy,59.0296702338718
1995-07-01,Non-energy,60.3064298439982
1995-08-01,Non-energy,59.7592230759128
1995-09-01,Non-energy,58.720906945371
1995-10-01,Non-energy,58.9206773993918
1995-11-01,Non-energy,59.5378806813851
1995-12-01,Non-energy,59.0295509710154
1996-01-01,Non-energy,58.3780134031337
1996-02-01,Non-energy,59.175157915245
1996-03-01,Non-energy,59.27556208622
1996-04-01,Non-energy,61.4042586636619
1996-05-01,Non-energy,62.1767383796996
1996-06-01,Non-energy,59.8573923722461
1996-07-01,Non-energy,58.7911257135149
1996-08-01,Non-energy,58.4655644451969
1996-09-01,Non-energy,57.0316964447757
1996-10-01,Non-energy,55.3158193192246
1996-11-01,Non-energy,56.017891929729
1996-12-01,Non-energy,55.9394976513429
1997-01-01,Non-energy,57.9112869522279
1997-02-01,Non-energy,58.9195173151614
1997-03-01,Non-energy,60.4060110973446
1997-04-01,Non-energy,59.6173779542486
1997-05-01,Non-energy,60.1414648191861
1997-06-01,Non-energy,58.5783914206771
1997-07-01,Non-energy,56.8847255324305
1997-08-01,Non-energy,56.4618378236558
1997-09-01,Non-energy,55.3838700006653
1997-10-01,Non-energy,54.2720155079879
1997-11-01,Non-energy,53.9786992401502
1997-12-01,Non-energy,52.8407039511165
1998-01-01,Non-energy,51.5908579099656
1998-02-01,Non-energy,52.1308840349437
1998-03-01,Non-energy,51.30227776809
1998-04-01,Non-energy,51.6562607307373
1998-05-01,Non-energy,50.2857956071519
1998-06-01,Non-energy,48.351842742431
1998-07-01,Non-energy,47.8194242429156
1998-08-01,Non-energy,46.8489884774302
1998-09-01,Non-energy,47.1551070634405
1998-10-01,Non-energy,47.0994160186184
1998-11-01,Non-energy,47.5961770426552
1998-12-01,Non-energy,46.5247202807369
1999-01-01,Non-energy,46.3639618064004
1999-02-01,Non-energy,44.7528999185289
1999-03-01,Non-energy,43.9111330463942
1999-04-01,Non-energy,43.8996667184308
1999-05-01,Non-energy,44.0437791564905
1999-06-01,Non-energy,43.5489708545952
1999-07-01,Non-energy,43.2834896383067
1999-08-01,Non-energy,44.15767330683
1999-09-01,Non-energy,45.2382686257491
1999-10-01,Non-energy,45.0480949052443
1999-11-01,Non-energy,45.0761039711142
1999-12-01,Non-energy,45.4031849688301
2000-01-01,Non-energy,46.4173365622541
2000-02-01,Non-energy,46.5298575109206
2000-03-01,Non-energy,45.9010003602446
